Item,Description,Width,Rabbet Height,Lip Size,Length,Chop,Join,Group,UPC
216CL,Clear Lacquer #216 Cherry,0.625,1.062,0.25,10.21,14.91,20.87,Wood,
FC-216CL,FC Clear Lacquer #216 Cherry,0.625,1.062,0.25,,,29.27,Wood,
216CG,Aged #216 Cherry,0.625,1.062,0.25,10.21,14.91,20.87,Wood,
FC-216CG,FC Aged #216 Cherry,0.625,1.062,0.25,,,29.27,Wood,
216CQ,Antique #216 Cherry,0.625,1.062,0.25,10.21,14.91,20.87,Wood,
FC-216CQ,FC Antique #216 Cherry,0.625,1.062,0.25,,,29.27,Wood,
216CD,Black Cherry #216 Cherry,0.625,1.062,0.25,10.21,14.91,20.87,Wood,
FC-216CD,FC Black Cherry #216 Cherry,0.625,1.062,0.25,,,29.96,Wood,
216MR,Raw #216 Maple,0.625,1.062,0.25,4.86,6.71,10.74,Wood,
FC-216MR,FC Raw #216 Maple,0.625,1.062,0.25,,,27.34,Wood,
216MF,Oil & Wax #216 Maple,0.625,1.062,0.25,8.39,11.58,16.21,Wood,
FC-216MF,FC Oil & Wax #216 Maple,0.625,1.062,0.25,,,28.02,Wood,
216ML,Clear Lacquer #216 Maple,0.625,1.062,0.25,8.66,11.95,16.73,Wood,
FC-216ML,FC Clear Lacquer #216 Maple,0.625,1.062,0.25,,,28.02,Wood,
216MW,WhiteWash #216 Maple,0.625,1.062,0.25,10.29,14.2,19.88,Wood,
FC-216MW,FC WhiteWash #216 Maple,0.625,1.062,0.25,,,28.71,Wood,
216MT,White #216 Maple,0.625,1.062,0.25,9.45,13.04,18.26,Wood,
FC-216MT,FC White #216 Maple,0.625,1.062,0.25,,,29.4,Wood,
216MK,Satin Black #216 Maple,0.625,1.062,0.25,9.45,13.04,18.26,Wood,
FC-216MK,FC Satin Black #216 Maple,0.625,1.062,0.25,,,29.4,Wood,
216MA,Warm White #216 Maple,0.625,1.062,0.25,9.45,13.04,18.26,Wood,
FC-216MA,FC Warm White #216 Maple,0.625,1.062,0.25,,,29.4,Wood,
216MI,Rising White #216 Maple,0.625,1.062,0.25,9.45,13.04,18.26,Wood,
FC-216MI,FC Rising White #216 Maple,0.625,1.062,0.25,,,29.4,Wood,
216M1,Light Grey #216 Maple,0.625,1.062,0.25,8.66,11.95,16.73,Wood,
FC-216M1,FC Light Grey #216 Maple,0.625,1.062,0.25,,,29.4,Wood,
216M2,Medium Grey #216 Maple,0.625,1.062,0.25,8.66,11.95,16.73,Wood,
FC-216M2,FC Medium Grey #216 Maple,0.625,1.062,0.25,,,29.4,Wood,
216M3,Dark Grey #216 Maple,0.625,1.062,0.25,8.66,11.95,16.73,Wood,
FC-216M3,FC Dark Grey #216 Maple,0.625,1.062,0.25,,,29.4,Wood,
216M9,Wheat #216 Maple,0.625,1.062,0.25,9.45,13.04,18.26,Wood,
FC-216M9,FC Wheat #216 Maple,0.625,1.062,0.25,,,29.4,Wood,
216WR,Raw #216 Walnut,0.625,1.062,0.25,9.02,13.17,21.07,Wood,
FC-216WR,FC Raw #216 Walnut,0.625,1.062,0.25,,,33.8,Wood,
216WF,Oil & Wax #216 Walnut,0.625,1.062,0.25,14.45,21.1,29.54,Wood,
FC-216WF,FC Oil & Wax #216 Walnut,0.625,1.062,0.25,,,34.48,Wood,
216WP,Padauk #216 Walnut,0.625,1.062,0.25,14.72,21.49,30.09,Wood,
FC-216WP,FC Padauk #216 Walnut,0.625,1.062,0.25,,,35.17,Wood,
216WB,Special Dark #216 Walnut,0.625,1.062,0.25,14.72,21.49,30.09,Wood,
FC-216WB,FC Special Dark #216 Walnut,0.625,1.062,0.25,,,35.17,Wood,
216WE,Ebony #216 Walnut,0.625,1.062,0.25,14.45,21.1,29.54,Wood,
FC-216WE,FC Ebony #216 Walnut,0.625,1.062,0.25,,,35.17,Wood,
216WK,Satin Black #216 Walnut,0.625,1.062,0.25,13.61,19.87,27.82,Wood,
FC-216WK,FC Satin Black #216 Walnut,0.625,1.062,0.25,,,34.48,Wood,
216W1,Light Grey #216 Walnut,0.625,1.062,0.25,13.61,19.87,27.82,Wood,
FC-216W1,FC Light Grey #216 Walnut,0.625,1.062,0.25,,,34.48,Wood,
216W2,Medium Grey #216 Walnut,0.625,1.062,0.25,13.61,19.87,27.82,Wood,
FC-216W2,FC Medium Grey #216 Walnut,0.625,1.062,0.25,,,34.48,Wood,
216W3,Dark Grey #216 Walnut,0.625,1.062,0.25,13.61,19.87,27.82,Wood,
FC-216W3,FC Dark Grey #216 Walnut,0.625,1.062,0.25,,,34.48,Wood,
220AR,Raw #220 Ash,0.5,0.562,0.188,4.2,5.96,9.54,Wood,
FC-220AR,FC Raw #220 Ash,0.5,0.562,0.188,,,25.9,Wood,
220AF,Oil & Wax #220 Ash,0.5,0.562,0.188,7.73,10.98,15.37,Wood,
FC-220AF,FC Oil & Wax #220 Ash,0.5,0.562,0.188,,,26.59,Wood,
220AL,Clear Lacquer #220 Ash,0.5,0.562,0.188,8.79,12.48,17.47,Wood,
FC-220AL,FC Clear Lacquer #220 Ash,0.5,0.562,0.188,,,26.59,Wood,
220AW,WhiteWash #220 Ash,0.5,0.562,0.188,9.9,14.06,19.68,Wood,
FC-220AW,FC WhiteWash #220 Ash,0.5,0.562,0.188,,,27.27,Wood,
220AT,White #220 Ash,0.5,0.562,0.188,9.9,14.06,19.68,Wood,
FC-220AT,FC White #220 Ash,0.5,0.562,0.188,,,28.65,Wood,
220AK,Satin Black #220 Ash,0.5,0.562,0.188,9.9,14.06,19.68,Wood,
FC-220AK,FC Satin Black #220 Ash,0.5,0.562,0.188,,,28.65,Wood,
220AA,Warm White #220 Ash,0.5,0.562,0.188,9.9,14.06,19.68,Wood,
FC-220AA,FC Warm White #220 Ash,0.5,0.562,0.188,,,28.65,Wood,
220AC,Charcoal #220 Ash,0.5,0.562,0.188,9.9,14.06,19.68,Wood,
FC-220AC,FC Charcoal #220 Ash,0.5,0.562,0.188,,,28.65,Wood,
220AI,Rising White #220 Ash,0.5,0.562,0.188,9.9,14.06,19.68,Wood,
FC-220AI,FC Rising White #220 Ash,0.5,0.562,0.188,,,28.65,Wood,
220A1,Light Grey #220 Ash,0.5,0.562,0.188,9.9,14.06,19.68,Wood,
FC-220A1,FC Light Grey #220 Ash,0.5,0.562,0.188,,,28.65,Wood,
220A2,Medium Grey #220 Ash,0.5,0.562,0.188,9.9,14.06,19.68,Wood,
FC-220A2,FC Medium Grey #220 Ash,0.5,0.562,0.188,,,28.65,Wood,
220A3,Dark Grey #220 Ash,0.5,0.562,0.188,9.9,14.06,19.68,Wood,
FC-220A3,FC Dark Grey #220 Ash,0.5,0.562,0.188,,,28.65,Wood,
220CR,Raw #220 Cherry,0.5,0.562,0.188,4.11,6,9.6,Wood,
FC-220CR,FC Raw #220 Cherry,0.5,0.562,0.188,,,25.94,Wood,
220CF,Oil & Wax #220 Cherry,0.5,0.562,0.188,7.91,11.55,16.17,Wood,
FC-220CF,FC Oil & Wax #220 Cherry,0.5,0.562,0.188,,,26.63,Wood,
220CL,Clear Lacquer #220 Cherry,0.5,0.562,0.188,9.81,14.32,20.05,Wood,
FC-220CL,FC Clear Lacquer #220 Cherry,0.5,0.562,0.188,,,28,Wood,
220CG,Aged #220 Cherry,0.5,0.562,0.188,9.81,14.32,20.05,Wood,
FC-220CG,FC Aged #220 Cherry,0.5,0.562,0.188,,,28,Wood,
220CQ,Antique #220 Cherry,0.5,0.562,0.188,9.81,14.32,20.05,Wood,
FC-220CQ,FC Antique #220 Cherry,0.5,0.562,0.188,,,28,Wood,
220CD,Black Cherry #220 Cherry,0.5,0.562,0.188,9.81,14.32,20.05,Wood,
FC-220CD,FC Black Cherry #220 Cherry,0.5,0.562,0.188,,,28.69,Wood,
220MR,Raw #220 Maple,0.5,0.562,0.188,4.55,6.28,10.05,Wood,
FC-220MR,FC Raw #220 Maple,0.5,0.562,0.188,,,26.22,Wood,
220MF,Oil & Wax #220 Maple,0.5,0.562,0.188,8.08,11.15,15.61,Wood,
FC-220MF,FC Oil & Wax #220 Maple,0.5,0.562,0.188,,,26.91,Wood,
220ML,Clear Lacquer #220 Maple,0.5,0.562,0.188,8.35,11.52,16.13,Wood,
FC-220ML,FC Clear Lacquer #220 Maple,0.5,0.562,0.188,,,26.91,Wood,
220MW,WhiteWash #220 Maple,0.5,0.562,0.188,9.98,13.77,19.28,Wood,
FC-220MW,FC WhiteWash #220 Maple,0.5,0.562,0.188,,,27.59,Wood,
220MT,White #220 Maple,0.5,0.562,0.188,9.14,12.61,17.65,Wood,
FC-220MT,FC White #220 Maple,0.5,0.562,0.188,,,28.28,Wood,
220MK,Satin Black #220 Maple,0.5,0.562,0.188,9.14,12.61,17.65,Wood,
FC-220MK,FC Satin Black #220 Maple,0.5,0.562,0.188,,,28.28,Wood,
220MA,Warm White #220 Maple,0.5,0.562,0.188,9.14,12.61,17.65,Wood,
FC-220MA,FC Warm White #220 Maple,0.5,0.562,0.188,,,28.28,Wood,
220MI,Rising White #220 Maple,0.5,0.562,0.188,9.14,12.61,17.65,Wood,
FC-220MI,FC Rising White #220 Maple,0.5,0.562,0.188,,,28.28,Wood,
220M1,Light Grey #220 Maple,0.5,0.562,0.188,8.35,11.52,16.13,Wood,
FC-220M1,FC Light Grey #220 Maple,0.5,0.562,0.188,,,28.28,Wood,
220M2,Medium Grey #220 Maple,0.5,0.562,0.188,8.35,11.52,16.13,Wood,
FC-220M2,FC Medium Grey #220 Maple,0.5,0.562,0.188,,,28.28,Wood,
220M3,Dark Grey #220 Maple,0.5,0.562,0.188,8.35,11.52,16.13,Wood,
FC-220M3,FC Dark Grey #220 Maple,0.5,0.562,0.188,,,28.28,Wood,
220M9,Wheat #220 Maple,0.5,0.562,0.188,9.14,12.61,17.65,Wood,
FC-220M9,FC Wheat #220 Maple,0.5,0.562,0.188,,,28.28,Wood,
220OR,Raw #220 Oak,0.5,0.562,0.188,3.83,5.29,8.46,Wood,
FC-220OR,FC Raw #220 Oak,0.5,0.562,0.188,,,25.23,Wood,
220OF,Oil & Wax #220 Oak,0.5,0.562,0.188,7.36,10.16,14.22,Wood,
FC-220OF,FC Oil & Wax #220 Oak,0.5,0.562,0.188,,,25.92,Wood,
220OL,Clear Lacquer #220 Oak,0.5,0.562,0.188,7.63,10.53,14.74,Wood,
FC-220OL,FC Clear Lacquer #220 Oak,0.5,0.562,0.188,,,25.92,Wood,
220WR,Raw #220 Walnut,0.5,0.562,0.188,7.02,10.25,16.4,Wood,
FC-220WR,FC Raw #220 Walnut,0.5,0.562,0.188,,,30.19,Wood,
220WF,Oil & Wax #220 Walnut,0.5,0.562,0.188,12.45,18.18,25.45,Wood,
FC-220WF,FC Oil & Wax #220 Walnut,0.5,0.562,0.188,,,30.88,Wood,
220WP,Padauk #220 Walnut,0.5,0.562,0.188,12.72,18.57,26,Wood,
FC-220WP,FC Padauk #220 Walnut,0.5,0.562,0.188,,,31.56,Wood,
220WB,Special Dark #220 Walnut,0.5,0.562,0.188,12.72,18.57,26,Wood,
FC-220WB,FC Special Dark #220 Walnut,0.5,0.562,0.188,,,31.56,Wood,
220WE,Ebony #220 Walnut,0.5,0.562,0.188,12.45,18.18,25.45,Wood,
FC-220WE,FC Ebony #220 Walnut,0.5,0.562,0.188,,,31.56,Wood,
220WK,Satin Black #220 Walnut,0.5,0.562,0.188,11.61,16.95,23.73,Wood,
FC-220WK,FC Satin Black #220 Walnut,0.5,0.562,0.188,,,30.88,Wood,
220W1,Light Grey #220 Walnut,0.5,0.562,0.188,11.61,16.95,23.73,Wood,
FC-220W1,FC Light Grey #220 Walnut,0.5,0.562,0.188,,,30.88,Wood,
220W2,Medium Grey #220 Walnut,0.5,0.562,0.188,11.61,16.95,23.73,Wood,
FC-220W2,FC Medium Grey #220 Walnut,0.5,0.562,0.188,,,30.88,Wood,
220W3,Dark Grey #220 Walnut,0.5,0.562,0.188,11.61,16.95,23.73,Wood,
FC-220W3,FC Dark Grey #220 Walnut,0.5,0.562,0.188,,,30.88,Wood,
300AR,Raw #300 Ash,1,0.562,0.25,3,4.26,6.39,Wood,
FC-300AR,FC Raw #300 Ash,1,0.562,0.25,,,24.2,Wood,
300AF,Oil & Wax #300 Ash,1,0.562,0.25,6.26,8.89,12,Wood,
FC-300AF,FC Oil & Wax #300 Ash,1,0.562,0.25,,,24.89,Wood,
300AL,Clear Lacquer #300 Ash,1,0.562,0.25,6.8,9.66,13.04,Wood,
FC-300AL,FC Clear Lacquer #300 Ash,1,0.562,0.25,,,24.89,Wood,
300AW,WhiteWash #300 Ash,1,0.562,0.25,8.7,12.35,16.67,Wood,
FC-300AW,FC WhiteWash #300 Ash,1,0.562,0.25,,,25.57,Wood,
300AT,White #300 Ash,1,0.562,0.25,8.7,12.35,16.67,Wood,
FC-300AT,FC White #300 Ash,1,0.562,0.25,,,26.95,Wood,
300AK,Satin Black #300 Ash,1,0.562,0.25,8.7,12.35,16.67,Wood,
FC-300AK,FC Satin Black #300 Ash,1,0.562,0.25,,,26.95,Wood,
300AA,Warm White #300 Ash,1,0.562,0.25,8.7,12.35,16.67,Wood,
FC-300AA,FC Warm White #300 Ash,1,0.562,0.25,,,26.95,Wood,
300AC,Charcoal #300 Ash,1,0.562,0.25,8.7,12.35,16.67,Wood,
FC-300AC,FC Charcoal #300 Ash,1,0.562,0.25,,,26.95,Wood,
300AI,Rising White #300 Ash,1,0.562,0.25,8.7,12.35,16.67,Wood,
FC-300AI,FC Rising White #300 Ash,1,0.562,0.25,,,26.95,Wood,
300A1,Light Grey #300 Ash,1,0.562,0.25,8.7,12.35,16.67,Wood,
FC-300A1,FC Light Grey #300 Ash,1,0.562,0.25,,,26.95,Wood,
300A2,Medium Grey #300 Ash,1,0.562,0.25,8.7,12.35,16.67,Wood,
FC-300A2,FC Medium Grey #300 Ash,1,0.562,0.25,,,26.95,Wood,
300A3,Dark Grey #300 Ash,1,0.562,0.25,8.7,12.35,16.67,Wood,
FC-300A3,FC Dark Grey #300 Ash,1,0.562,0.25,,,26.95,Wood,
300CR,Raw #300 Cherry,1,0.562,0.25,3.23,4.72,7.08,Wood,
FC-300CR,FC Raw #300 Cherry,1,0.562,0.25,,,24.66,Wood,
300CF,Oil & Wax #300 Cherry,1,0.562,0.25,6.76,9.87,13.32,Wood,
FC-300CF,FC Oil & Wax #300 Cherry,1,0.562,0.25,,,25.35,Wood,
300CL,Clear Lacquer #300 Cherry,1,0.562,0.25,8.66,12.64,17.06,Wood,
FC-300CL,FC Clear Lacquer #300 Cherry,1,0.562,0.25,,,26.72,Wood,
300CG,Aged #300 Cherry,1,0.562,0.25,8.66,12.64,17.06,Wood,
FC-300CG,FC Aged #300 Cherry,1,0.562,0.25,,,26.72,Wood,
300CQ,Antique #300 Cherry,1,0.562,0.25,8.66,12.64,17.06,Wood,
FC-300CQ,FC Antique #300 Cherry,1,0.562,0.25,,,26.72,Wood,
300CD,Black Cherry #300 Cherry,1,0.562,0.25,8.66,12.64,17.06,Wood,
FC-300CD,FC Black Cherry #300 Cherry,1,0.562,0.25,,,27.41,Wood,
300MR,Raw #300 Maple,1,0.562,0.25,3.55,4.9,7.35,Wood,
FC-300MR,FC Raw #300 Maple,1,0.562,0.25,,,24.84,Wood,
300MF,Oil & Wax #300 Maple,1,0.562,0.25,6.81,9.4,12.69,Wood,
FC-300MF,FC Oil & Wax #300 Maple,1,0.562,0.25,,,25.53,Wood,
300ML,Clear Lacquer #300 Maple,1,0.562,0.25,7.08,9.77,13.19,Wood,
FC-300ML,FC Clear Lacquer #300 Maple,1,0.562,0.25,,,25.53,Wood,
300MW,WhiteWash #300 Maple,1,0.562,0.25,8.14,11.23,15.16,Wood,
FC-300MW,FC WhiteWash #300 Maple,1,0.562,0.25,,,26.21,Wood,
300MT,White #300 Maple,1,0.562,0.25,7.35,10.14,13.69,Wood,
FC-300MT,FC White #300 Maple,1,0.562,0.25,,,26.9,Wood,
300MK,Satin Black #300 Maple,1,0.562,0.25,7.35,10.14,13.69,Wood,
FC-300MK,FC Satin Black #300 Maple,1,0.562,0.25,,,26.9,Wood,
300MA,Warm White #300 Maple,1,0.562,0.25,7.35,10.14,13.69,Wood,
FC-300MA,FC Warm White #300 Maple,1,0.562,0.25,,,26.9,Wood,
300MI,Rising White #300 Maple,1,0.562,0.25,7.35,10.14,13.69,Wood,
FC-300MI,FC Rising White #300 Maple,1,0.562,0.25,,,26.9,Wood,
300M1,Light Grey #300 Maple,1,0.562,0.25,7.35,10.14,13.69,Wood,
FC-300M1,FC Light Grey #300 Maple,1,0.562,0.25,,,26.9,Wood,
300M2,Medium Grey #300 Maple,1,0.562,0.25,7.35,10.14,13.69,Wood,
FC-300M2,FC Medium Grey #300 Maple,1,0.562,0.25,,,26.9,Wood,
300M3,Dark Grey #300 Maple,1,0.562,0.25,7.35,10.14,13.69,Wood,
FC-300M3,FC Dark Grey #300 Maple,1,0.562,0.25,,,26.9,Wood,
300M9,Wheat #300 Maple,1,0.562,0.25,8.14,11.23,15.16,Wood,
FC-300M9,FC Wheat #300 Maple,1,0.562,0.25,,,26.9,Wood,
300OR,Raw #300 Oak,1,0.562,0.25,3.13,4.32,6.48,Wood,
FC-300OR,FC Raw #300 Oak,1,0.562,0.25,,,24.26,Wood,
300OF,Oil & Wax #300 Oak,1,0.562,0.25,6.39,8.82,11.91,Wood,
FC-300OF,FC Oil & Wax #300 Oak,1,0.562,0.25,,,24.95,Wood,
300OL,Clear Lacquer #300 Oak,1,0.562,0.25,6.66,9.19,12.41,Wood,
FC-300OL,FC Clear Lacquer #300 Oak,1,0.562,0.25,,,24.95,Wood,
300WR,Raw #300 Walnut,1,0.562,0.25,6.38,9.31,13.96,Wood,
FC-300WR,FC Raw #300 Walnut,1,0.562,0.25,,,29.25,Wood,
300WF,Oil & Wax #300 Walnut,1,0.562,0.25,10.97,16.02,21.63,Wood,
FC-300WF,FC Oil & Wax #300 Walnut,1,0.562,0.25,,,29.94,Wood,
300WP,Padauk #300 Walnut,1,0.562,0.25,11.81,17.24,23.27,Wood,
FC-300WP,FC Padauk #300 Walnut,1,0.562,0.25,,,30.62,Wood,
300WB,Special Dark #300 Walnut,1,0.562,0.25,11.81,17.24,23.27,Wood,
FC-300WB,FC Special Dark #300 Walnut,1,0.562,0.25,,,30.62,Wood,
300WE,Ebony #300 Walnut,1,0.562,0.25,10.97,16.02,21.63,Wood,
FC-300WE,FC Ebony #300 Walnut,1,0.562,0.25,,,30.62,Wood,
300WK,Satin Black #300 Walnut,1,0.562,0.25,10.18,14.86,20.06,Wood,
FC-300WK,FC Satin Black #300 Walnut,1,0.562,0.25,,,29.94,Wood,
300W1,Light Grey #300 Walnut,1,0.562,0.25,10.18,14.86,20.06,Wood,
FC-300W1,FC Light Grey #300 Walnut,1,0.562,0.25,,,29.94,Wood,
300W2,Medium Grey #300 Walnut,1,0.562,0.25,10.18,14.86,20.06,Wood,
FC-300W2,FC Medium Grey #300 Walnut,1,0.562,0.25,,,29.94,Wood,
300W3,Dark Grey #300 Walnut,1,0.562,0.25,10.18,14.86,20.06,Wood,
FC-300W3,FC Dark Grey #300 Walnut,1,0.562,0.25,,,29.94,Wood,
300QR,Raw #300 Qtrd W. Oak,1,0.562,0.25,7.2,11.88,17.82,Wood,
FC-300QR,FC Raw #300 Qtrd W. Oak,1,0.562,0.25,,,32.51,Wood,
300QF,Oil & Wax #300 Qtrd W. Oak,1,0.562,0.25,10.46,17.26,23.3,Wood,
FC-300QF,FC Oil & Wax #300 Qtrd W. Oak,1,0.562,0.25,,,33.19,Wood,
300QL,Clear Lacquer #300 Qtrd W. Oak,1,0.562,0.25,10.73,17.7,23.9,Wood,
FC-300QL,FC Clear Lacquer #300 Qtrd W. Oak,1,0.562,0.25,,,33.19,Wood,
300QC,Charcoal #300 Qtrd W. Oak,1,0.562,0.25,12.63,20.84,28.13,Wood,
FC-300QC,FC Charcoal #300 Qtrd W. Oak,1,0.562,0.25,,,33.88,Wood,
300QM,Mission #300 Qtrd W. Oak,1,0.562,0.25,12.63,20.84,28.13,Wood,
FC-300QM,FC Mission #300 Qtrd W. Oak,1,0.562,0.25,,,33.88,Wood,
300Q7,Bleached #300 Qtrd W. Oak,1,0.562,0.25,12.63,20.84,28.13,Wood,
FC-300Q7,FC Bleached #300 Qtrd W. Oak,1,0.562,0.25,,,33.88,Wood,
301AR,Raw #301 Ash,1.25,0.562,0.25,3.37,4.79,7.18,Wood,
FC-301AR,FC Raw #301 Ash,1.25,0.562,0.25,,,24.73,Wood,
301AF,Oil & Wax #301 Ash,1.25,0.562,0.25,6.63,9.41,12.7,Wood,
FC-301AF,FC Oil & Wax #301 Ash,1.25,0.562,0.25,,,25.42,Wood,
301AL,Clear Lacquer #301 Ash,1.25,0.562,0.25,7.17,10.18,13.74,Wood,
FC-301AL,FC Clear Lacquer #301 Ash,1.25,0.562,0.25,,,25.42,Wood,
301AW,WhiteWash #301 Ash,1.25,0.562,0.25,9.07,12.88,17.39,Wood,
FC-301AW,FC WhiteWash #301 Ash,1.25,0.562,0.25,,,26.1,Wood,
301AT,White #301 Ash,1.25,0.562,0.25,9.07,12.88,17.39,Wood,
FC-301AT,FC White #301 Ash,1.25,0.562,0.25,,,27.48,Wood,
301AK,Satin Black #301 Ash,1.25,0.562,0.25,9.07,12.88,17.39,Wood,
FC-301AK,FC Satin Black #301 Ash,1.25,0.562,0.25,,,27.48,Wood,
301AA,Warm White #301 Ash,1.25,0.562,0.25,9.07,12.88,17.39,Wood,
FC-301AA,FC Warm White #301 Ash,1.25,0.562,0.25,,,27.48,Wood,
301AC,Charcoal #301 Ash,1.25,0.562,0.25,9.07,12.88,17.39,Wood,
FC-301AC,FC Charcoal #301 Ash,1.25,0.562,0.25,,,27.48,Wood,
301AI,Rising White #301 Ash,1.25,0.562,0.25,9.07,12.88,17.39,Wood,
FC-301AI,FC Rising White #301 Ash,1.25,0.562,0.25,,,27.48,Wood,
301A1,Light Grey #301 Ash,1.25,0.562,0.25,9.07,12.88,17.39,Wood,
FC-301A1,FC Light Grey #301 Ash,1.25,0.562,0.25,,,27.48,Wood,
301A2,Medium Grey #301 Ash,1.25,0.562,0.25,9.07,12.88,17.39,Wood,
FC-301A2,FC Medium Grey #301 Ash,1.25,0.562,0.25,,,27.48,Wood,
301A3,Dark Grey #301 Ash,1.25,0.562,0.25,9.07,12.88,17.39,Wood,
FC-301A3,FC Dark Grey #301 Ash,1.25,0.562,0.25,,,27.48,Wood,
301CR,Raw #301 Cherry,1.25,0.562,0.25,3.61,5.27,7.9,Wood,
FC-301CR,FC Raw #301 Cherry,1.25,0.562,0.25,,,25.21,Wood,
301CF,Oil & Wax #301 Cherry,1.25,0.562,0.25,7.14,10.42,14.07,Wood,
FC-301CF,FC Oil & Wax #301 Cherry,1.25,0.562,0.25,,,25.9,Wood,
301CL,Clear Lacquer #301 Cherry,1.25,0.562,0.25,9.04,13.2,17.82,Wood,
FC-301CL,FC Clear Lacquer #301 Cherry,1.25,0.562,0.25,,,27.27,Wood,
301CG,Aged #301 Cherry,1.25,0.562,0.25,9.04,13.2,17.82,Wood,
FC-301CG,FC Aged #301 Cherry,1.25,0.562,0.25,,,27.27,Wood,
301CQ,Antique #301 Cherry,1.25,0.562,0.25,9.04,13.2,17.82,Wood,
FC-301CQ,FC Antique #301 Cherry,1.25,0.562,0.25,,,27.27,Wood,
301CD,Black Cherry #301 Cherry,1.25,0.562,0.25,9.04,13.2,17.82,Wood,
FC-301CD,FC Black Cherry #301 Cherry,1.25,0.562,0.25,,,27.96,Wood,
301MR,Raw #301 Maple,1.25,0.562,0.25,4.04,5.58,8.37,Wood,
FC-301MR,FC Raw #301 Maple,1.25,0.562,0.25,,,25.52,Wood,
301MF,Oil & Wax #301 Maple,1.25,0.562,0.25,7.3,10.07,13.59,Wood,
FC-301MF,FC Oil & Wax #301 Maple,1.25,0.562,0.25,,,26.21,Wood,
301ML,Clear Lacquer #301 Maple,1.25,0.562,0.25,7.57,10.45,14.11,Wood,
FC-301ML,FC Clear Lacquer #301 Maple,1.25,0.562,0.25,,,26.21,Wood,
301MW,WhiteWash #301 Maple,1.25,0.562,0.25,8.63,11.91,16.08,Wood,
FC-301MW,FC WhiteWash #301 Maple,1.25,0.562,0.25,,,26.89,Wood,
301MT,White #301 Maple,1.25,0.562,0.25,7.84,10.82,14.61,Wood,
FC-301MT,FC White #301 Maple,1.25,0.562,0.25,,,27.58,Wood,
301MK,Satin Black #301 Maple,1.25,0.562,0.25,7.84,10.82,14.61,Wood,
FC-301MK,FC Satin Black #301 Maple,1.25,0.562,0.25,,,27.58,Wood,
301MA,Warm White #301 Maple,1.25,0.562,0.25,7.84,10.82,14.61,Wood,
FC-301MA,FC Warm White #301 Maple,1.25,0.562,0.25,,,27.58,Wood,
301MI,Rising White #301 Maple,1.25,0.562,0.25,7.84,10.82,14.61,Wood,
FC-301MI,FC Rising White #301 Maple,1.25,0.562,0.25,,,27.58,Wood,
301M1,Light Grey #301 Maple,1.25,0.562,0.25,7.84,10.82,14.61,Wood,
FC-301M1,FC Light Grey #301 Maple,1.25,0.562,0.25,,,27.58,Wood,
301M2,Medium Grey #301 Maple,1.25,0.562,0.25,7.84,10.82,14.61,Wood,
FC-301M2,FC Medium Grey #301 Maple,1.25,0.562,0.25,,,27.58,Wood,
301M3,Dark Grey #301 Maple,1.25,0.562,0.25,7.84,10.82,14.61,Wood,
FC-301M3,FC Dark Grey #301 Maple,1.25,0.562,0.25,,,27.58,Wood,
301M9,Wheat #301 Maple,1.25,0.562,0.25,8.63,11.91,16.08,Wood,
FC-301M9,FC Wheat #301 Maple,1.25,0.562,0.25,,,27.58,Wood,
301OR,Raw #301 Oak,1.25,0.562,0.25,3.13,4.32,6.48,Wood,
FC-301OR,FC Raw #301 Oak,1.25,0.562,0.25,,,24.26,Wood,
301OF,Oil & Wax #301 Oak,1.25,0.562,0.25,6.39,8.82,11.91,Wood,
FC-301OF,FC Oil & Wax #301 Oak,1.25,0.562,0.25,,,24.95,Wood,
301OL,Clear Lacquer #301 Oak,1.25,0.562,0.25,6.66,9.19,12.41,Wood,
FC-301OL,FC Clear Lacquer #301 Oak,1.25,0.562,0.25,,,24.95,Wood,
301WR,Raw #301 Walnut,1.25,0.562,0.25,7.81,11.4,17.1,Wood,
FC-301WR,FC Raw #301 Walnut,1.25,0.562,0.25,,,31.34,Wood,
301WF,Oil & Wax #301 Walnut,1.25,0.562,0.25,12.4,18.1,24.44,Wood,
FC-301WF,FC Oil & Wax #301 Walnut,1.25,0.562,0.25,,,32.03,Wood,
301WP,Padauk #301 Walnut,1.25,0.562,0.25,13.24,19.33,26.1,Wood,
FC-301WP,FC Padauk #301 Walnut,1.25,0.562,0.25,,,32.71,Wood,
301WB,Special Dark #301 Walnut,1.25,0.562,0.25,13.24,19.33,26.1,Wood,
FC-301WB,FC Special Dark #301 Walnut,1.25,0.562,0.25,,,32.71,Wood,
301WE,Ebony #301 Walnut,1.25,0.562,0.25,12.4,18.1,24.44,Wood,
FC-301WE,FC Ebony #301 Walnut,1.25,0.562,0.25,,,32.71,Wood,
301WK,Satin Black #301 Walnut,1.25,0.562,0.25,11.61,16.95,22.88,Wood,
FC-301WK,FC Satin Black #301 Walnut,1.25,0.562,0.25,,,32.03,Wood,
301W1,Light Grey #301 Walnut,1.25,0.562,0.25,11.61,16.95,22.88,Wood,
FC-301W1,FC Light Grey #301 Walnut,1.25,0.562,0.25,,,32.03,Wood,
301W2,Medium Grey #301 Walnut,1.25,0.562,0.25,11.61,16.95,22.88,Wood,
FC-301W2,FC Medium Grey #301 Walnut,1.25,0.562,0.25,,,32.03,Wood,
301W3,Dark Grey #301 Walnut,1.25,0.562,0.25,11.61,16.95,22.88,Wood,
